name,hockeydb,nhl,fhl,hockey-reference
Daniel LaPerriere,2956,UFA,Daniel LaPerriere,Daniel LaPerriere
Ian Laperriere,2957,UFA,Ian Laperriere,Ian Laperriere
Claude Lapointe,2959,UFA,Claude Lapointe,Claude Lapointe
Martin Lapointe,2962,UFA,Martin Lapointe,Martin Lapointe
Igor Larionov,2973,UFA,Igor Larionov,Igor Larionov
Steve Larmer,2978,UFA,Steve Larmer,Steve Larmer
Steve Larouche,2986,UFA,Steve Larouche,Steve Larouche
Janne Laukkanen,3001,UFA,Janne Laukkanen,Janne Laukkanen
Paul Laus,3005,UFA,Paul Laus,Paul Laus
Mark Lawrence,3019,UFA,Mark Lawrence,Mark Lawrence
John Leclair,3036,UFA,John Leclair,John Leclair
Scott Lagrand,3037,UFA,Scott Lagrand,Scott Lagrand
Steve Leach,3043,UFA,Steve Leach,Steve Leach
Stephan Lebeau,3048,UFA,Stephan Lebeau,Stephan Lebeau
Eric Lecompte,3061,UFA,Eric Lecompte,Eric Lecompte
Grant Ledyard,3067,UFA,Grant Ledyard,Grant Ledyard
Gary Leeman,3070,UFA,Gary Leeman,Gary Leeman
Brian Leetch,3071,UFA,Brian Leetch,Brian Leetch
Sylvain Lefebvre,3077,UFA,Sylvain Lefebvre,Sylvain Lefebvre
Manny Legace,3081,UFA,Manny Legace,Manny Legace
Jere Lehtinen,3088,UFA,Jere Lehtinen,Jere Lehtinen
Claude Lemieux,3102,UFA,Claude Lemieux,Claude Lemieux
Jocelyn Lemieux,3104,UFA,Jocelyn Lemieux,Jocelyn Lemieux
Mario Lemieux,3105,UFA,Mario Lemieux,Mario Lemieux
Francois Leroux,3116,UFA,Francois Leroux,Francois Leroux
Curtis Leschyshyn,3118,UFA,Curtis Leschyshyn,Curtis Leschyshyn
Scott Levins,3130,UFA,Scott Levins,Scott Levins
Doug Lidster,3145,UFA,Doug Lidster,Doug Lidster
Nicklas Lidstrom,3146,UFA,Nicklas Lidstrom,Nicklas Lidstrom
Chris Lindberg,3149,UFA,Chris Lindberg,Chris Lindberg
Trevor Linden,3152,UFA,Trevor Linden,Trevor Linden
Brett Lindros,3157,UFA,Brett Lindros,Brett Lindros
Eric Lindros,3158,UFA,Eric Lindros,Eric Lindros
Bill Lindsay,3160,UFA,Bill Lindsay,Bill Lindsay
Darcy Loewen,3177,UFA,Darcy Loewen,Darcy Loewen
Claude Loiselle,3187,UFA,Claude Loiselle,Claude Loiselle
Andrei Lomakin,3188,UFA,Andrei Lomakin,Andrei Lomakin
Brian Loney,3191,UFA,Brian Loney,Brian Loney
Troy Loney,3192,UFA,Troy Loney,Troy Loney
Kevin Lowe,3216,UFA,Kevin Lowe,Kevin Lowe
Dave Lowry,3217,UFA,Dave Lowry,Dave Lowry
Craig Ludwig,3222,UFA,Craig Ludwig,Craig Ludwig
Jyrki Lumme,3237,UFA,Jyrki Lumme,Jyrki Lumme
Doug MacDonald,3266,UFA,Doug MacDonald,Doug MacDonald
Al MacInnis,3282,UFA,Al MacInnis,Al MacInnis
John MacLean,3293,UFA,John MacLean,John MacLean
Craig MacTavish,3305,UFA,Craig MacTavish,Craig MacTavish
Norm Maciver,3308,UFA,Norm Maciver,Norm Maciver
Jamie Macoun,3312,UFA,Jamie Macoun,Jamie Macoun
John Madden,3313,UFA,John Madden,John Madden
Darrin Madeley,3314,UFA,Darrin Madeley,Darrin Madeley
Sergei Makarov,3334,UFA,Sergei Makarov,Sergei Makarov
Mikko Makela,3335,UFA,Mikko Makela,Mikko Makela
Vladimir Malakhov,3339,UFA,Vladimir Malakhov,Vladimir Malakhov
Dean Malkoc,3348,UFA,Dean Malkoc,Dean Malkoc
Troy Mallette,3350,UFA,Troy Mallette,Troy Mallette
Kirk Maltby,3360,UFA,Kirk Maltby,Kirk Maltby
Kent Manderville,3363,UFA,Kent Manderville,Kent Manderville
Dave Manson,3372,UFA,Dave Manson,Dave Manson
Todd Marchant,3383,UFA,Todd Marchant,Todd Marchant
Bryan Marchment,3385,UFA,Bryan Marchment,Bryan Marchment
Chris Marinucci,3393,UFA,Chris Marinucci,Chris Marinucci
Daniel Marois,3401,UFA,Daniel Marois,Daniel Marois
Grant Marshall,3412,UFA,Grant Marshall,Grant Marshall
Jason Marshall,3415,UFA,Jason Marshall,Jason Marshall
Matt Martin1,3428,UFA,Matt Martin1,Matt Martin1
Steve Martins,3440,UFA,Steve Martins,Steve Martins
Stephane Matteau,3461,UFA,Stephane Matteau,Stephane Matteau
Jamie Matthews,3463,UFA,Jamie Matthews,Jamie Matthews
Richard Matvichuk,3473,UFA,Richard Matvichuk,Richard Matvichuk
Alan May,3479,UFA,Alan May,Alan May
Brad May,3480,UFA,Brad May,Brad May
Chris McAlpine,3492,UFA,Chris McAlpine,Chris McAlpine
Dean McAmmond,3494,UFA,Dean McAmmond,Dean McAmmond
Jason McBain,3500,UFA,Jason McBain,Jason McBain
Sandy McCarthy,3513,UFA,Sandy McCarthy,Sandy McCarthy
Darren McCarty,3515,UFA,Darren McCarty,Darren McCarty
Trent McCleary,3518,UFA,Trent McCleary,Trent McCleary
Shawn McEachern,3552,UFA,Shawn McEachern,Shawn McEachern
Ryan McGill,3565,UFA,Ryan McGill,Ryan McGill
Marty McInnis,3576,UFA,Marty McInnis,Marty McInnis
John McIntyre,3578,UFA,John McIntyre,John McIntyre
Randy McKay,3583,UFA,Randy McKay,Randy McKay
Jim McKenzie,3595,UFA,Jim McKenzie,Jim McKenzie
Kirk McLean,3605,UFA,Kirk McLean,Kirk McLean
Jamie McLennan,3608,UFA,Jamie McLennan,Jamie McLennan
Dave Mcllwain,3613,UFA,Dave Mcllwain,Dave Mcllwain
Mike McPhee,3632,UFA,Mike McPhee,Mike McPhee
Basil McRae,3636,UFA,Basil McRae,Basil McRae
Marty McSorley,3644,UFA,Marty McSorley,Marty McSorley
Scott Mellanby,3664,UFA,Scott Mellanby,Scott Mellanby
Joby Messier,3687,UFA,Joby Messier,Joby Messier
Mark Messier,3688,UFA,Mark Messier,Mark Messier
Corey Millen,3717,UFA,Corey Millen,Corey Millen
Aaron Miller,3719,UFA,Aaron Miller,Aaron Miller
Kelly Miller,3728,UFA,Kelly Miller,Kelly Miller
Kevin Miller,3729,UFA,Kevin Miller,Kevin Miller
Kip Miller,3730,UFA,Kip Miller,Kip Miller
Boris Mironov,3745,UFA,Boris Mironov,Boris Mironov
Dmitri Mironov,3746,UFA,Dmitri Mironov,Dmitri Mironov
Mike Modano,3755,UFA,Mike Modano,Mike Modano
Jaroslav Modry,3757,UFA,Jaroslav Modry,Jaroslav Modry
Sandy Moger,3761,UFA,Sandy Moger,Sandy Moger
Alexander Mogilny,3762,UFA,Alexander Mogilny,Alexander Mogilny
Randy Moller,3769,UFA,Randy Moller,Randy Moller
Sergio Momesso,3771,UFA,Sergio Momesso,Sergio Momesso
Jim Montgomery,3779,UFA,Jim Montgomery,Jim Montgomery
Andy Moog,3781,UFA,Andy Moog,Andy Moog
Jayson More,3790,UFA,Jayson More,Jayson More
Brendan Morrison,3806,UFA,Brendan Morrison,Brendan Morrison
Joe Mullen,3838,UFA,Joe Mullen,Joe Mullen
Kirk Muller,3839,UFA,Kirk Muller,Kirk Muller
Craig Muni,3845,UFA,Craig Muni,Craig Muni
Gord Murphy,3852,UFA,Gord Murphy,Gord Murphy
Joe Murphy,3853,UFA,Joe Murphy,Joe Murphy
Larry Murphy,3856,UFA,Larry Murphy,Larry Murphy
Glen Murray,3863,UFA,Glen Murray,Glen Murray
Rem Murray,3869,UFA,Rem Murray,Rem Murray
Troy Murray,3872,UFA,Troy Murray,Troy Murray
Dana Murzyn,3873,UFA,Dana Murzyn,Dana Murzyn
Frank Musil,3874,UFA,Frank Musil,Frank Musil
Jason Muzzatti,3876,UFA,Jason Muzzatti,Jason Muzzatti
Brantt Myhres,3879,UFA,Brantt Myhres,Brantt Myhres
Jason Woolley,3891,UFA,Jason Woolley,Jason Woolley
John Slaney,3893,UFA,John Slaney,John Slaney
Pat Peake,3897,UFA,Pat Peake,Pat Peake
Rob Zamuner,3899,UFA,Rob Zamuner,Rob Zamuner
Markus Naslund,3912,UFA,Markus Naslund,Markus Naslund
Mats Naslund,3913,UFA,Mats Naslund,Mats Naslund
Andrei Nazarov,3921,UFA,Andrei Nazarov,Andrei Nazarov
Stanislav Neckar,3923,UFA,Stanislav Neckar,Stanislav Neckar
Petr Nedved,3927,UFA,Petr Nedved,Petr Nedved
Mike Needham,3928,UFA,Mike Needham,Mike Needham
Cam Neely,3930,UFA,Cam Neely,Cam Neely
Sergei Nemchinov,3941,UFA,Sergei Nemchinov,Sergei Nemchinov
Bernie Nicholls,3958,UFA,Bernie Nicholls,Bernie Nicholls
Rob Niedermayer,3964,UFA,Rob Niedermayer,Rob Niedermayer
Scott Niedermayer,3965,UFA,Scott Niedermayer,Scott Niedermayer
Jeff Nielsen,3967,UFA,Jeff Nielsen,Jeff Nielsen
Joe Nieuwendyk,3969,UFA,Joe Nieuwendyk,Joe Nieuwendyk
Janne Niinimaa,3973,UFA,Janne Niinimaa,Janne Niinimaa
Andrei Nikolishin,3974,UFA,Andrei Nikolishin,Andrei Nikolishin
Owen Nolan,3983,UFA,Owen Nolan,Owen Nolan
Brian Noonan,3987,UFA,Brian Noonan,Brian Noonan
Mattias Norstrom,3998,UFA,Mattias Norstrom,Mattias Norstrom
Jeff Norton,4006,UFA,Jeff Norton,Jeff Norton
Teppo Numminen,4015,UFA,Teppo Numminen,Teppo Numminen
Michael Nylander,4017,UFA,Michael Nylander,Michael Nylander
Sean O'Donnell,4033,UFA,Sean O'Donnell,Sean O'Donnell
Jeff O'Neill,4043,UFA,Jeff O'Neill,Jeff O'Neill
Adam Oates,4052,UFA,Adam Oates,Adam Oates
Lyle Odelein,4058,UFA,Lyle Odelein,Lyle Odelein
Jeff Odgers,4060,UFA,Jeff Odgers,Jeff Odgers
Gino Odjick,4061,UFA,Gino Odjick,Gino Odjick
Roman Oksiuta,4067,UFA,Roman Oksiuta,Roman Oksiuta
Fredrik Olausson,4069,UFA,Fredrik Olausson,Fredrik Olausson
Ed Olczyk,4070,UFA,Ed Olczyk,Ed Olczyk
David Oliver,4072,UFA,David Oliver,David Oliver
Krzysztof Oliwa,4075,UFA,Krzysztof Oliwa,Krzysztof Oliwa
Mark Osborne,4088,UFA,Mark Osborne,Mark Osborne
Chris Osgood,4089,UFA,Chris Osgood,Chris Osgood
Joel Otto,4095,UFA,Joel Otto,Joel Otto
Sandis Ozolinsh,4104,UFA,Sandis Ozolinsh,Sandis Ozolinsh
Jim Paek,4108,UFA,Jim Paek,Jim Paek
Zigmund Palffy,4119,UFA,Zigmund Palffy,Zigmund Palffy
Greg Paslawski,4167,UFA,Greg Paslawski,Greg Paslawski
Steve Passmore,4170,UFA,Steve Passmore,Steve Passmore
James Patrick,4181,UFA,James Patrick,James Patrick
Colin Patterson,4185,UFA,Colin Patterson,Colin Patterson
Rob Pearson,4204,UFA,Rob Pearson,Rob Pearson
Scott Pearson,4205,UFA,Scott Pearson,Scott Pearson
Mike Peca,4207,UFA,Mike Peca,Mike Peca
Denis Pederson,4210,UFA,Denis Pederson,Denis Pederson
Tom Pederson,4212,UFA,Tom Pederson,Tom Pederson
Scott Pellerin,4220,UFA,Scott Pellerin,Scott Pellerin
Ville Peltonen,4223,UFA,Ville Peltonen,Ville Peltonen
Mike Peluso1,4224,UFA,Mike Peluso1,Mike Peluso1
Chad Penney,4231,UFA,Chad Penney,Chad Penney
Yanic Perreault,4250,UFA,Yanic Perreault,Yanic Perreault
Michel Petit,4264,UFA,Michel Petit,Michel Petit
Oleg Petrov,4266,UFA,Oleg Petrov,Oleg Petrov
Robert Petrovicky,4268,UFA,Robert Petrovicky,Robert Petrovicky
Michel Picard,4281,UFA,Michel Picard,Michel Picard
Frank Pietrangelo,4289,UFA,Frank Pietrangelo,Frank Pietrangelo
Rich Pilon,4290,UFA,Rich Pilon,Rich Pilon
Lance Pitlick,4299,UFA,Lance Pitlick,Lance Pitlick
Michal Pivonka,4301,UFA,Michal Pivonka,Michal Pivonka
Derek Plante,4308,UFA,Derek Plante,Derek Plante
Steve Poapst,4322,UFA,Steve Poapst,Steve Poapst
Shjon Podein,4325,UFA,Shjon Podein,Shjon Podein
Rudy Poeschek,4328,UFA,Rudy Poeschek,Rudy Poeschek
Peter Popovic,4348,UFA,Peter Popovic,Peter Popovic
Felix Potvin,4356,UFA,Felix Potvin,Felix Potvin
Dave Poulin,4360,UFA,Dave Poulin,Dave Poulin
Patrick Poulin,4362,UFA,Patrick Poulin,Patrick Poulin
Wayne Presley,4379,UFA,Wayne Presley,Wayne Presley
Bob Probert,4391,UFA,Bob Probert,Bob Probert
Martin Prochazka,4393,UFA,Martin Prochazka,Martin Prochazka
Vitali Prokhorov,4395,UFA,Vitali Prokhorov,Vitali Prokhorov
Chris Pronger,4397,UFA,Chris Pronger,Chris Pronger
Vaclav Prospal,4403,UFA,Vaclav Prospal,Vaclav Prospal
Daren Puppa,4415,UFA,Daren Puppa,Daren Puppa
Jamie Pushor,4420,UFA,Jamie Pushor,Jamie Pushor
Dan Quinn,4427,UFA,Dan Quinn,Dan Quinn
Deron Quint,4430,UFA,Deron Quint,Deron Quint
Stephane Quintal,4431,UFA,Stephane Quintal,Stephane Quintal
Andre Racicot,4433,UFA,Andre Racicot,Andre Racicot
Yves Racine,4436,UFA,Yves Racine,Yves Racine
Brian Rafalski,4438,UFA,Brian Rafalski,Brian Rafalski
Mike Ramsey,4450,UFA,Mike Ramsey,Mike Ramsey
Bill Ranford,4452,UFA,Bill Ranford,Bill Ranford
Paul Ranheim,4455,UFA,Paul Ranheim,Paul Ranheim
Mike Rathje,4459,UFA,Mike Rathje,Mike Rathje
Rob Ray,4465,UFA,Rob Ray,Rob Ray
Mark Recchi,4478,UFA,Mark Recchi,Mark Recchi
Eldon Reddick,4499,UFA,Eldon Reddick,Eldon Reddick
Joe Reekie,4508,UFA,Joe Reekie,Joe Reekie
Jeff Reese,4509,UFA,Jeff Reese,Jeff Reese
Robert Reichel,4517,UFA,Robert Reichel,Robert Reichel
Dave Reid,4518,UFA,Dave Reid,Dave Reid
Mikael Renberg,4529,UFA,Mikael Renberg,Mikael Renberg
Samantha Levine,4537,UFA,Samantha Levine,Samantha Levine
Pascal Rheaume,4538,UFA,Pascal Rheaume,Pascal Rheaume
Damian Rhodes,4539,UFA,Damian Rhodes,Damian Rhodes
Mike Ricci,4543,UFA,Mike Ricci,Mike Ricci
Steven Rice,4546,UFA,Steven Rice,Steven Rice
Luke Richardson,4556,UFA,Luke Richardson,Luke Richardson
Stephane Richer,4558,UFA,Stephane Richer,Stephane Richer
Barry Richter,4562,UFA,Barry Richter,Barry Richter
Mike Richter,4564,UFA,Mike Richter,Mike Richter
Mike Ridley,4566,UFA,Mike Ridley,Mike Ridley
Mario Roberge,4591,UFA,Mario Roberge,Mario Roberge
David Roberts,4596,UFA,David Roberts,David Roberts
Gary Roberts,4598,UFA,Gary Roberts,Gary Roberts
Luc Robitaille,4616,UFA,Luc Robitaille,Luc Robitaille
Jeremy Roenick,4629,UFA,Jeremy Roenick,Jeremy Roenick
Jon Rohloff,4636,UFA,Jon Rohloff,Jon Rohloff
Brian Rolston,4643,UFA,Brian Rolston,Brian Rolston
Cliff Ronning,4654,UFA,Cliff Ronning,Cliff Ronning
Bob Rouse,4673,UFA,Bob Rouse,Bob Rouse
Dominic Roussel,4675,UFA,Dominic Roussel,Dominic Roussel
Patrick Roy,4688,UFA,Patrick Roy,Patrick Roy
Martin Rucinsky,4697,UFA,Martin Rucinsky,Martin Rucinsky
Darren Rumble,4702,UFA,Darren Rumble,Darren Rumble
Cam Russell,4708,UFA,Cam Russell,Cam Russell
Christian Ruuttu,4715,UFA,Christian Ruuttu,Christian Ruuttu
Warren Rychel,4718,UFA,Warren Rychel,Warren Rychel
Joe Sacco,4729,UFA,Joe Sacco,Joe Sacco
Joe Sakic,4739,UFA,Joe Sakic,Joe Sakic
Kjell Samuelsson,4744,UFA,Kjell Samuelsson,Kjell Samuelsson
Ulf Samuelsson,4745,UFA,Ulf Samuelsson,Ulf Samuelsson
Geoff Sanderson,4749,UFA,Geoff Sanderson,Geoff Sanderson
Jim Sandlak,4755,UFA,Jim Sandlak,Jim Sandlak
Tomas Sandstrom,4758,UFA,Tomas Sandstrom,Tomas Sandstrom
Yves Sarault,4767,UFA,Yves Sarault,Yves Sarault
Brian Savage,4786,UFA,Brian Savage,Brian Savage
Denis Savard,4789,UFA,Denis Savard,Denis Savard
Mathieu Schneider,4813,UFA,Mathieu Schneider,Mathieu Schneider
Corey Schwab,4830,UFA,Corey Schwab,Corey Schwab
Teemu Selanne,4863,UFA,Teemu Selanne,Teemu Selanne
Alexander Semak,4869,UFA,Alexander Semak,Alexander Semak
Anatoli Semenov,4873,UFA,Anatoli Semenov,Anatoli Semenov
Brent Severyn,4881,UFA,Brent Severyn,Brent Severyn
Pierre Sevigny,4882,UFA,Pierre Sevigny,Pierre Sevigny
Brendan Shanahan,4888,UFA,Brendan Shanahan,Brendan Shanahan
Darrin Shannon,4890,UFA,Darrin Shannon,Darrin Shannon
Darryl Shannon,4891,UFA,Darryl Shannon,Darryl Shannon
Jeff Shantz,4894,UFA,Jeff Shantz,Jeff Shantz
Vadim Sharifijanov,4896,UFA,Vadim Sharifijanov,Vadim Sharifijanov
Brad Shaw,4904,UFA,Brad Shaw,Brad Shaw
David Shaw,4905,UFA,David Shaw,David Shaw
Ray Sheppard,4920,UFA,Ray Sheppard,Ray Sheppard
Steve Shields,4930,UFA,Steve Shields,Steve Shields
Mikhail Shtalenkov,4943,UFA,Mikhail Shtalenkov,Mikhail Shtalenkov
Peter Sidorkiewicz,4951,UFA,Peter Sidorkiewicz,Peter Sidorkiewicz
Chris Simon,4962,UFA,Chris Simon,Chris Simon
Craig Simpson,4968,UFA,Craig Simpson,Craig Simpson
Reid Simpson,4970,UFA,Reid Simpson,Reid Simpson
Tommy Sjodin,4989,UFA,Tommy Sjodin,Tommy Sjodin
Jarrod Skalde,4991,UFA,Jarrod Skalde,Jarrod Skalde
Brian Skrudland,5002,UFA,Brian Skrudland,Brian Skrudland
Jiri Slegr,5006,UFA,Jiri Slegr,Jiri Slegr
Blake Sloan,5010,UFA,Blake Sloan,Blake Sloan
Richard Smehlik,5018,UFA,Richard Smehlik,Richard Smehlik
Brandon Smith,5026,UFA,Brandon Smith,Brandon Smith
Jason Smith,5044,UFA,Jason Smith,Jason Smith
Bryan Smolinski,5060,UFA,Bryan Smolinski,Bryan Smolinski
Brad Smyth,5063,UFA,Brad Smyth,Brad Smyth
Greg Smyth,5064,UFA,Greg Smyth,Greg Smyth
Chris Snell,5069,UFA,Chris Snell,Chris Snell
Garth Snow,5073,UFA,Garth Snow,Garth Snow
Tommy Soderstrom,5078,UFA,Tommy Soderstrom,Tommy Soderstrom
Mike Speer,5100,UFA,Mike Speer,Mike Speer
Steve Staios,5131,UFA,Steve Staios,Steve Staios
Nick Stajduhar,5132,UFA,Nick Stajduhar,Nick Stajduhar
Paul Stanton,5144,UFA,Paul Stanton,Paul Stanton
Mike Stapleton,5145,UFA,Mike Stapleton,Mike Stapleton
Peter Stastny,5156,UFA,Peter Stastny,Peter Stastny
Robb Stauber,5158,UFA,Robb Stauber,Robb Stauber
Thomas Steen,5161,UFA,Thomas Steen,Thomas Steen
Ronnie Stern,5175,UFA,Ronnie Stern,Ronnie Stern
Kevin Stevens,5177,UFA,Kevin Stevens,Kevin Stevens
Scott Stevens,5180,UFA,Scott Stevens,Scott Stevens
Jeremy Stevenson,5181,UFA,Jeremy Stevenson,Jeremy Stevenson
Turner Stevenson,5183,UFA,Turner Stevenson,Turner Stevenson
Cam Stewart,5188,UFA,Cam Stewart,Cam Stewart
Cory Stillman,5203,UFA,Cory Stillman,Cory Stillman
Alek Stojanov,5207,UFA,Alek Stojanov,Alek Stojanov
Jim Storm,5213,UFA,Jim Storm,Jim Storm
Martin Straka,5221,UFA,Martin Straka,Martin Straka
Jozef Stumpel,5233,UFA,Jozef Stumpel,Jozef Stumpel
Mike Sullivan,5244,UFA,Mike Sullivan,Mike Sullivan
Mats Sundin,5252,UFA,Mats Sundin,Mats Sundin
Niklas Sundstrom,5253,UFA,Niklas Sundstrom,Niklas Sundstrom
Gary Suter,5257,UFA,Gary Suter,Gary Suter
Brent Sutter,5260,UFA,Brent Sutter,Brent Sutter
Rich Sutter,5264,UFA,Rich Sutter,Rich Sutter
Ron Sutter,5265,UFA,Ron Sutter,Ron Sutter
Ken Sutton,5267,UFA,Ken Sutton,Ken Sutton
Petr Svoboda1,5272,UFA,Petr Svoboda1,Petr Svoboda1
Bob Sweeney,5275,UFA,Bob Sweeney,Bob Sweeney
Don Sweeney,5276,UFA,Don Sweeney,Don Sweeney
Tim Sweeney,5277,UFA,Tim Sweeney,Tim Sweeney
Darryl Sydor,5281,UFA,Darryl Sydor,Darryl Sydor
Michal Sykora,5284,UFA,Michal Sykora,Michal Sykora
Rick Tabaracci,5290,UFA,Rick Tabaracci,Rick Tabaracci
Peter Taglianetti,5291,UFA,Peter Taglianetti,Peter Taglianetti
Chris Tamer,5300,UFA,Chris Tamer,Chris Tamer
John Tanner,5305,UFA,John Tanner,John Tanner
Patrice Tardif,5309,UFA,Patrice Tardif,Patrice Tardif
Chris Taylor,5316,UFA,Chris Taylor,Chris Taylor
Dave Taylor,5318,UFA,Dave Taylor,Dave Taylor
Chris Terreri,5360,UFA,Chris Terreri,Chris Terreri
Chris Therien,5366,UFA,Chris Therien,Chris Therien
Jocelyn Thibault,5371,UFA,Jocelyn Thibault,Jocelyn Thibault
Steve Thomas,5377,UFA,Steve Thomas,Steve Thomas
Scott Thornton,5391,UFA,Scott Thornton,Scott Thornton
Esa Tikkanen,5400,UFA,Esa Tikkanen,Esa Tikkanen
Kimmo Timonen,5406,UFA,Kimmo Timonen,Kimmo Timonen
Mark Tinordi,5407,UFA,Mark Tinordi,Mark Tinordi
German Titov,5411,UFA,German Titov,German Titov
Keith Tkachuk,5414,UFA,Keith Tkachuk,Keith Tkachuk
Rick Tocchet,5417,UFA,Rick Tocchet,Rick Tocchet
Kevin Todd,5419,UFA,Kevin Todd,Kevin Todd
Mike Torchia,5435,UFA,Mike Torchia,Mike Torchia
Dan Trebil,5449,UFA,Dan Trebil,Dan Trebil
Andrei Trefilov,5450,UFA,Andrei Trefilov,Andrei Trefilov
Nikolai Tsulygin,5483,UFA,Nikolai Tsulygin,Nikolai Tsulygin
Vladimir Tsyplakov,5484,UFA,Vladimir Tsyplakov,Vladimir Tsyplakov
John Tucker,5487,UFA,John Tucker,John Tucker
Ron Tugnutt,5489,UFA,Ron Tugnutt,Ron Tugnutt
Marko Tuomainen,5492,UFA,Marko Tuomainen,Marko Tuomainen
Darren Turcotte,5494,UFA,Darren Turcotte,Darren Turcotte
Pierre Turgeon,5495,UFA,Pierre Turgeon,Pierre Turgeon
Sylvain Turgeon,5496,UFA,Sylvain Turgeon,Sylvain Turgeon
Oleg Tverdovsky,5508,UFA,Oleg Tverdovsky,Oleg Tverdovsky
Tony Twist,5509,UFA,Tony Twist,Tony Twist
Igor Ulanov,5515,UFA,Igor Ulanov,Igor Ulanov
Stefan Ustorf,5521,UFA,Stefan Ustorf,Stefan Ustorf
Rob Valicevic,5531,UFA,Rob Valicevic,Rob Valicevic
Garry Valk,5534,UFA,Garry Valk,Garry Valk
Darren Van Impe,5536,UFA,Darren Van Impe,Darren Van Impe
John Vanbiesbrouck,5541,UFA,John Vanbiesbrouck,John Vanbiesbrouck
Ryan Vandenbussche,5542,UFA,Ryan Vandenbussche,Ryan Vandenbussche
Jarkko Varvio,5548,UFA,Jarkko Varvio,Jarkko Varvio
Dennis Vaske,5550,UFA,Dennis Vaske,Dennis Vaske
Pat Verbeek,5565,UFA,Pat Verbeek,Pat Verbeek
Mike Vernon,5568,UFA,Mike Vernon,Mike Vernon
Vesa Viitakoski,5577,UFA,Vesa Viitakoski,Vesa Viitakoski
David Volek,5597,UFA,David Volek,David Volek
Jan Vopat,5602,UFA,Jan Vopat,Jan Vopat
Vladimir Vujtek,5605,UFA,Vladimir Vujtek,Vladimir Vujtek
Mick Vukota,5607,UFA,Mick Vukota,Mick Vukota
David Vyborny,5608,UFA,David Vyborny,David Vyborny
Jimmy Waite,5610,UFA,Jimmy Waite,Jimmy Waite
Darcy Wakaluk,5611,UFA,Darcy Wakaluk,Darcy Wakaluk
Scott Walker,5619,UFA,Scott Walker,Scott Walker
Wes Walz,5632,UFA,Wes Walz,Wes Walz
Aaron Ward,5635,UFA,Aaron Ward,Aaron Ward
Dixon Ward,5636,UFA,Dixon Ward,Dixon Ward
Todd Warriner,5642,UFA,Todd Warriner,Todd Warriner
Tim Watters,5658,UFA,Tim Watters,Tim Watters
Doug Weight,5672,UFA,Doug Weight,Doug Weight
Eric Weinrich,5676,UFA,Eric Weinrich,Eric Weinrich
Brad Werenka,5687,UFA,Brad Werenka,Brad Werenka
Glen Wesley,5690,UFA,Glen Wesley,Glen Wesley
Kay Whitmore,5708,UFA,Kay Whitmore,Kay Whitmore
Ray Whitney,5710,UFA,Ray Whitney,Ray Whitney
David Wilkie,5728,UFA,David Wilkie,David Wilkie
Neil Wilkinson,5730,UFA,Neil Wilkinson,Neil Wilkinson
David Williams,5736,UFA,David Williams,David Williams
Ron Wilson,5760,UFA,Ron Wilson,Ron Wilson
Craig Wolanin,5776,UFA,Craig Wolanin,Craig Wolanin
Dody Wood,5781,UFA,Dody Wood,Dody Wood
Randy Wood,5782,UFA,Randy Wood,Randy Wood
Ken Wregget,5803,UFA,Ken Wregget,Ken Wregget
Tyler Wright,5808,UFA,Tyler Wright,Tyler Wright
Terry Yake,5814,UFA,Terry Yake,Terry Yake
Alexei Yashin,5819,UFA,Alexei Yashin,Alexei Yashin
Trent Yawney,5822,UFA,Trent Yawney,Trent Yawney
Juha Ylonen,5825,UFA,Juha Ylonen,Juha Ylonen
Paul Ysebaert,5839,UFA,Paul Ysebaert,Paul Ysebaert
Dmitri Yushkevich,5843,UFA,Dmitri Yushkevich,Dmitri Yushkevich
Steve Yzerman,5844,UFA,Steve Yzerman,Steve Yzerman
Zarley Zalapski,5846,UFA,Zarley Zalapski,Zarley Zalapski
Valeri Zelepukin,5855,UFA,Valeri Zelepukin,Valeri Zelepukin
Rob Zettler,5858,UFA,Rob Zettler,Rob Zettler
Peter Zezel,5859,UFA,Peter Zezel,Peter Zezel
Alexei Zhamnov,5860,UFA,Alexei Zhamnov,Alexei Zhamnov
Alexei Zhitnik,5861,UFA,Alexei Zhitnik,Alexei Zhitnik
Sergei Zholtok,5862,UFA,Sergei Zholtok,Sergei Zholtok
Doug Zmolek,5867,UFA,Doug Zmolek,Doug Zmolek
Rick Zombo,5871,UFA,Rick Zombo,Rick Zombo
Sergei Zubov,5872,UFA,Sergei Zubov,Sergei Zubov
Shaun Van Allen,5886,UFA,Shaun Van Allen,Shaun Van Allen
Steve Smith,5923,UFA,Steve Smith,Steve Smith
Antti Aalto,5928,UFA,Antti Aalto,Antti Aalto
Keith Acton,5935,UFA,Keith Acton,Keith Acton
Peter Ahola,5949,UFA,Peter Ahola,Peter Ahola
Tommy Albelin,5955,UFA,Tommy Albelin,Tommy Albelin
Jean-Francois Labbe,6002,UFA,Jean-Francois Labbe,Jean-Francois Labbe
Jamal Mayers,6059,UFA,Jamal Mayers,Jamal Mayers
Manny Fernandez,6200,UFA,Manny Fernandez,Manny Fernandez
Jamie Storr,6201,UFA,Jamie Storr,Jamie Storr
Brendan Witt,6203,UFA,Brendan Witt,Brendan Witt
Bryan McCabe,6205,UFA,Bryan McCabe,Bryan McCabe
Marty Murray,6206,UFA,Marty Murray,Marty Murray
